NAME,LSAD,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
"Cabarrus County, NC",County or equivalent,178562,181175,184340,187240,191680,196396,201639,206988,211597,216453
"Gaston County, NC",County or equivalent,206114,206886,207903,209212,210545,212919,216622,219656,222630,224529
"Iredell County, NC",County or equivalent,159778,161037,162670,164582,166498,169453,172466,175634,178332,181806
"Lincoln County, NC",County or equivalent,78134,78297,78729,79111,79446,80607,81229,82557,84092,86111
"Mecklenburg County, NC",County or equivalent,923242,943823,967063,990677,1010229,1033238,1056901,1078128,1093750,1110356
"Rowan County, NC",County or equivalent,138331,137805,137511,137690,138080,138497,139410,140356,141128,142088
"Union County, NC",County or equivalent,202109,204888,208069,212200,217689,221949,226279,231350,235830,239859
"Chester County, SC",County or equivalent,33163,32883,32703,32737,32441,32410,32297,32299,32304,32244
"Lancaster County, SC",County or equivalent,76971,77850,79315,80649,83429,86261,89823,92411,95035,98012
"York County, SC",County or equivalent,226865,230074,234059,238605,244481,250566,257866,266165,273782,280979
"Charlottesville, VA",Metropolitan Statistical Area,201891,203617,205532,206755,209187,211494,213675,216104,217335,218615
"Albemarle County, VA",County or equivalent,99204,100213,101464,102270,103732,105117,106431,107768,108377,109330
"Fluvanna County, VA",County or equivalent,25791,25956,25883,25825,25969,26133,26187,26480,26898,27270
"Greene County, VA",County or equivalent,18457,18667,18803,18848,19105,19183,19309,19593,19692,19819
"Nelson County, VA",County or equivalent,14978,15020,14802,14800,14863,14760,14805,14800,14862,14930
"Charlottesville city, VA",County or equivalent,43461,43761,44580,45012,45518,46301,46943,47463,47506,47266
"Chattanooga, TN-GA",Metropolitan Statistical Area,529131,533621,538103,542181,544183,547205,551859,555953,560832,565194
"Catoosa County, GA",County or equivalent,64069,64753,64864,65221,65467,65778,66265,66495,67380,67580
"Dade County, GA",County or equivalent,16630,16600,16518,16453,16289,16162,16224,16254,16227,16116
"Walker County, GA",County or equivalent,68870,68801,68452,68594,68659,68537,68455,68999,69443,69761
"Hamilton County, TN",County or equivalent,337214,341094,345693,349050,350729,353690,357778,361032,364293,367804
"Marion County, TN",County or equivalent,28220,28099,28226,28326,28405,28397,28383,28406,28598,28907
"Sequatchie County, TN",County or equivalent,14128,14274,14350,14537,14634,14641,14754,14767,14891,15026
"Cheyenne, WY",Metropolitan Statistical Area,92236,92576,94697,95707,96036,96969,97887,98377,98865,99500
"Laramie County, WY",County or equivalent,92236,92576,94697,95707,96036,96969,97887,98377,98865,99500
"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,9470634,9500870,9528090,9550194,9560430,9552554,9533662,9514113,9484158,9458539
"Chicago-Naperville-Evanston, IL",Metropolitan Division,7155089,7184041,7208884,7226632,7230949,7221509,7201332,7180002,7149580,7122725
"Cook County, IL",County or equivalent,5199016,5219780,5239351,5252875,5254675,5244088,5224272,5200821,5171960,5150233
"DuPage County, IL",County or equivalent,917983,924831,928666,932231,933425,933609,931256,930265,927247,922921
"Grundy County, IL",County or equivalent,50154,50099,50160,50187,50287,50363,50317,50622,50973,51054
"McHenry County, IL",County or equivalent,309112,308504,308230,307605,307404,307572,307159,307815,308251,307774
"Will County, IL",County or equivalent,678824,680827,682477,683734,685158,685877,688328,690479,691149,690743
"Elgin, IL",Metropolitan Division,736586,740374,743280,746394,751559,755833,759341,762733,764786,766290
"DeKalb County, IL",County or equivalent,105145,104450,104365,104202,104560,104195,104080,104309,104349,104897
"Kane County, IL",County or equivalent,516068,519110,520669,522626,525625,528760,530726,532272,532720,532403
"Kendall County, IL",County or equivalent,115373,116814,118246,119566,121374,122878,124535,126152,127717,128990
"Gary, IN",Metropolitan Division,708163,707978,706627,705661,705792,702691,700964,700547,701279,703428
"Jasper County, IN",County or equivalent,33496,33427,33492,33423,33512,33478,33405,33424,33365,33562
"Lake County, IN",County or equivalent,495947,494954,493390,491732,491027,487908,486092,484601,484440,485493
"Newton County, IN",County or equivalent,14233,14086,14043,14028,14087,13971,13992,14027,13986,13984
"Porter County, IN",County or equivalent,164487,165511,165702,166478,167166,167334,167475,168495,169488,170389
"Lake County-Kenosha County, IL-WI",Metropolitan Division,870796,868477,869299,871507,872130,872521,872025,870831,868513,866096
"Lake County, IL",County or equivalent,704170,701642,702083,704207,704294,704611,704158,702475,699587,696535
"Kenosha County, WI",County or equivalent,166626,166835,167216,167300,167836,167910,167867,168356,168926,169561
"Chico, CA",Metropolitan Statistical Area,219949,219975,220869,221641,223516,224631,226231,228696,230339,219186
"Butte County, CA",County or equivalent,219949,219975,220869,221641,223516,224631,226231,228696,230339,219186
"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,2140715,2146208,2152554,2162060,2172190,2181427,2191572,2202558,2211936,2221208
"Dearborn County, IN",County or equivalent,50083,49986,49727,49739,49418,49455,49436,49564,49482,49458
"Franklin County, IN",County or equivalent,23059,23040,23032,22970,22982,22940,22770,22694,22706,22758
"Ohio County, IN",County or equivalent,6086,6052,6055,5986,5957,5877,5885,5854,5879,5875
"Union County, IN",County or equivalent,7537,7496,7352,7307,7241,7185,7139,7159,7029,7054
"Boone County, KY",County or equivalent,119373,121710,123412,125022,126677,128161,129503,130952,131901,133581
"Bracken County, KY",County or equivalent,8513,8510,8462,8423,8359,8290,8368,8285,8278,8303
"Campbell County, KY",County or equivalent,90623,91241,91246,91423,91971,92124,92257,92878,93464,93584
"Gallatin County, KY",County or equivalent,8612,8619,8552,8578,8636,8613,8719,8720,8766,8869
"Grant County, KY",County or equivalent,24677,24765,24521,24565,24829,24736,24910,24973,25065,25069
"Kenton County, KY",County or equivalent,159961,160526,161704,163131,163623,164478,164962,165608,166292,166998
"Pendleton County, KY",County or equivalent,14915,14662,14552,14565,14476,14487,14595,14602,14588,14590
"Brown County, OH",County or equivalent,44863,44629,44281,44111,43933,43697,43638,43523,43570,43432
"Butler County, OH",County or equivalent,369102,370123,370550,371395,373750,375998,378354,380607,382000,383134
"Clermont County, OH",County or equivalent,197604,198859,199487,200447,201454,201995,203165,204260,205526,206428
"Hamilton County, OH",County or equivalent,802278,800658,802409,805182,807617,809527,811332,814170,815445,817473
"Warren County, OH",County or equivalent,213429,215332,217212,219216,221267,223864,226539,228709,231945,234602
"Clarksville, TN-KY",Metropolitan Statistical Area,274959,277405,287393,285441,289628,292878,293712,298635,304301,307820
"Christian County, KY",County or equivalent,74130,73464,74892,73612,73282,73075,71796,71024,70712,70461
"Trigg County, KY",County or equivalent,14322,14214,14410,14300,14131,14218,14302,14418,14658,14651
"Montgomery County, TN",County or equivalent,173159,176504,184782,184252,189005,192398,194424,199771,205312,208993
"Stewart County, TN",County or equivalent,13348,13223,13309,13277,13210,13187,13190,13422,13619,13715
"Cleveland, TN",Metropolitan Statistical Area,115896,116569,117673,118410,119455,120543,121184,122180,123968,124942
"Bradley County, TN",County or equivalent,99083,99798,101049,101778,102771,103774,104390,105421,107050,108110
"Polk County, TN",County or equivalent,16813,16771,16624,16632,16684,16769,16794,16759,16918,16832
"Cleveland-Elyria, OH",Metropolitan Statistical Area,2075478,2068989,2064776,2067100,2067356,2064012,2060997,2057238,2053795,2048449
"Cuyahoga County, OH",County or equivalent,1278088,1270331,1266106,1265442,1263201,1258739,1254144,1247581,1241718,1235072
"Geauga County, OH",County or equivalent,93389,93292,93771,93846,93979,93894,93845,93881,93945,93649
"Lake County, OH",County or equivalent,230014,229988,229564,230075,229857,229836,229525,230159,230102,230149
"Lorain County, OH",County or equivalent,301478,301874,301712,303098,304464,305417,306607,307441,309052,309833
"Medina County, OH",County or equivalent,172509,173504,173623,174639,175855,176126,176876,178176,178978,179746
"Coeur d'Alene, ID",Metropolitan Statistical Area,138848,140932,142084,143897,146529,149367,153019,157320,161209,165697
"Kootenai County, ID",County or equivalent,138848,140932,142084,143897,146529,149367,153019,157320,161209,165697
"College Station-Bryan, TX",Metropolitan Statistical Area,229458,231435,234148,237816,242830,250567,254391,259123,261335,264728
"Brazos County, TX",County or equivalent,195666,197450,200260,204116,208975,216258,219739,223917,225781,229211
"Burleson County, TX",County or equivalent,17237,17328,17433,17269,17387,17611,17848,18053,18335,18443
"Robertson County, TX",County or equivalent,16555,16657,16455,16431,16468,16698,16804,17153,17219,17074
"Colorado Springs, CO",Metropolitan Statistical Area,650500,660674,669448,678565,686562,697389,712335,724773,737202,745791
"El Paso County, CO",County or equivalent,627031,637305,646003,655209,663129,674001,688277,700099,712089,720403
"Teller County, CO",County or equivalent,23469,23369,23445,23356,23433,23388,24058,24674,25113,25388
"Columbia, MO",Metropolitan Statistical Area,190947,194030,196540,198824,200492,202152,204049,205725,206746,208173
"Boone County, MO",County or equivalent,163203,166257,168807,170975,172799,174404,176315,178012,179061,180463
"Cooper County, MO",County or equivalent,17603,17554,17537,17610,17564,17614,17702,17647,17626,17709
"Howard County, MO",County or equivalent,10141,10219,10196,10239,10129,10134,10032,10066,10059,10001
"Columbia, SC",Metropolitan Statistical Area,769646,776195,783250,790842,798882,809136,817188,824939,831690,838433
"Calhoun County, SC",County or equivalent,15097,15095,14870,14989,14845,14759,14744,14696,14563,14553
"Fairfield County, SC",County or equivalent,23840,23572,23405,23194,23025,22874,22633,22593,22376,22347
"Kershaw County, SC",County or equivalent,61710,62130,62293,62592,63183,63661,64333,65213,65802,66551
"Lexington County, SC",County or equivalent,263357,266362,269787,273248,277423,281675,286277,290338,294350,298750
"Richland County, SC",County or equivalent,385735,389233,393029,396757,400335,406008,409014,411800,414202,415759
"Saluda County, SC",County or equivalent,19907,19803,19866,20062,20071,20159,20187,20299,20397,20473
"Columbus, GA-AL",Metropolitan Statistical Area,309476,315305,322721,327844,325273,322772,319040,315942,318211,321048
"Russell County, AL",County or equivalent,53321,54852,57500,59149,59224,58844,58185,56985,57784,57961
"Chattahoochee County, GA",County or equivalent,11182,11257,12265,12245,11696,11042,10047,10205,10600,10907
"Harris County, GA",County or equivalent,32149,32307,32570,32532,32737,33155,33633,33943,34560,35236
"Marion County, GA",County or equivalent,8741,8701,8672,8580,8632,8558,8468,8403,8373,8359
"Muscogee County, GA",County or equivalent,191101,195271,198965,203225,200563,198702,196219,193836,194169,195769
"Stewart County, GA",County or equivalent,6102,6067,6109,5559,5887,5973,6122,6314,6435,6621
"Talbot County, GA",County or equivalent,6880,6850,6640,6554,6534,6498,6366,6256,6290,6195
"Columbus, IN",Metropolitan Statistical Area,76818,77620,79001,79655,80497,81458,82231,82213,82722,83779
"Bartholomew County, IN",County or equivalent,76818,77620,79001,79655,80497,81458,82231,82213,82722,83779
"Columbus, OH",Metropolitan Statistical Area,1906366,1926338,1947208,1974061,2001635,2027568,2052192,2082581,2104194,2122271
"Delaware County, OH",County or equivalent,175099,178535,181127,185380,189440,193391,197144,200870,205091,209177
"Fairfield County, OH",County or equivalent,146417,147174,147301,148796,150360,151254,152789,154686,155982,157574
"Franklin County, OH",County or equivalent,1166202,1180800,1199045,1218878,1238362,1257386,1274450,1295510,1307698,1316756
"Hocking County, OH",County or equivalent,29478,29466,29304,28653,28743,28500,28393,28436,28357,28264
"Licking County, OH",County or equivalent,166705,167164,167589,168461,169410,170611,171993,173617,175666,176862
"Madison County, OH",County or equivalent,43434,43114,42991,43256,43980,44139,43377,44041,44389,44731
"Morrow County, OH",County or equivalent,34790,34810,34834,34846,34937,34943,34922,34911,35113,35328
"Perry County, OH",County or equivalent,36037,36232,35984,36000,35926,35967,35998,35972,36039,36134
"Pickaway County, OH",County or equivalent,55740,55948,56237,56355,56704,56989,57545,57740,58077,58457
"Union County, OH",County or equivalent,52464,53095,52796,53436,53773,54388,55581,56798,57782,58988
"Corpus Christi, TX",Metropolitan Statistical Area,404676,407721,413199,419080,423313,427621,428953,428445,428697,429024
"Nueces County, TX",County or equivalent,340245,343263,347939,352946,356657,360504,361642,361235,362026,362294
"San Patricio County, TX",County or equivalent,64431,64458,65260,66134,66656,67117,67311,67210,66671,66730
"Corvallis, OR",Metropolitan Statistical Area,85574,86266,86678,86167,87215,88333,89918,91790,92442,93053
"Benton County, OR",County or equivalent,85574,86266,86678,86167,87215,88333,89918,91790,92442,93053
"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,235932,238704,246952,251881,255801,260814,265492,271499,277666,284809
"Okaloosa County, FL",County or equivalent,180715,183102,189762,192688,194615,197748,200071,203478,206934,210738
"Walton County, FL",County or equivalent,55217,55602,57190,59193,61186,63066,65421,68021,70732,74071
"Cumberland, MD-WV",Metropolitan Statistical Area,103170,102629,101833,101267,100587,99879,99428,98575,97894,97284
"Allegany County, MD",County or equivalent,74965,74572,73947,73576,73020,72462,72053,71352,70941,70416
"Mineral County, WV",County or equivalent,28205,28057,27886,27691,27567,27417,27375,27223,26953,26868
"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,6392065,6510544,6644559,6753889,6889769,7042566,7194758,7337097,7455756,7573136
"Dallas-Plano-Irving, TX",Metropolitan Division,4246890,4332281,4429033,4505783,4603065,4709844,4814994,4914285,4996835,5081942
"Collin County, TX",County or equivalent,787614,812540,835230,856398,884688,915243,943742,971864,1004307,1034730
"Dallas County, TX",County or equivalent,2372993,2408697,2455930,2484486,2519410,2557830,2591488,2620154,2629350,2635516
"Denton County, TX",County or equivalent,666760,685740,707892,728624,753188,779584,808212,835364,858741,887207
"Ellis County, TX",County or equivalent,150367,152373,153739,155928,159204,163292,168332,173405,179006,184826
"Hunt County, TX",County or equivalent,86365,86687,86979,87429,88639,89670,91895,94046,96606,98594
"Kaufman County, TX",County or equivalent,103872,105199,106553,108248,110872,114055,117904,122628,128279,136154
